Longitude,Latitude,Elevation,Distance (m),origin
14.386079892980405,35.86054071934741,221.26864900795647,63.01938247680664,Maptiler terrain provider, approximately 30m accuracy
14.386090959984385,35.86054087807973,221.25929224408304,64.01969146728516,Maptiler terrain provider, approximately 30m accuracy
14.38610202698851,35.860541036811,221.24993548198165,65.0199966430664,Maptiler terrain provider, approximately 30m accuracy
14.386113093992778,35.8605411955413,221.24057872150343,66.02030944824219,Maptiler terrain provider, approximately 30m accuracy
14.386124160997241,35.860541354270566,221.23122196273,67.02061462402344,Maptiler terrain provider, approximately 30m accuracy
14.38613522800185,35.86054151299882,221.22186520564844,68.02091979980469,Maptiler terrain provider, approximately 30m accuracy
14.386146295006597,35.86054167172607,221.2125084502843,69.02123260498047,Maptiler terrain provider, approximately 30m accuracy
14.386157362011488,35.86054183045228,221.20315169665784,70.02153778076172,Maptiler terrain provider, approximately 30m accuracy
14.386168429016578,35.86054198917745,221.1937949447336,71.02184295654297,Maptiler terrain provider, approximately 30m accuracy
14.386179496021752,35.860542147901626,221.1844381945393,72.02214813232422,Maptiler terrain provider, approximately 30m accuracy
14.386190563027155,35.86054230662481,221.1750814459436,73.0224609375,Maptiler terrain provider, approximately 30m accuracy
14.386201630032673,35.86054246534694,221.16572469915482,74.02276611328125,Maptiler terrain provider, approximately 30m accuracy
14.386212697038387,35.860542624068046,221.1563679540365,75.0230712890625,Maptiler terrain provider, approximately 30m accuracy
14.386223764044216,35.86054278278819,221.14701121056487,76.02338409423828,Maptiler terrain provider, approximately 30m accuracy
14.386234831050245,35.86054294150725,221.13765446887555,77.02368927001953,Maptiler terrain provider, approximately 30m accuracy
14.386245898056387,35.86054310022533,221.12829772886982,78.02399444580078,Maptiler terrain provider, approximately 30m accuracy
14.3862569650627,35.860543258942386,221.11894099055544,79.02430725097656,Maptiler terrain provider, approximately 30m accuracy
14.386268032069182,35.86054341765842,221.10958425394384,80.02461242675781,Maptiler terrain provider, approximately 30m accuracy
14.386279099075807,35.860543576373445,221.10022751902665,81.02491760253906,Maptiler terrain provider, approximately 30m accuracy
14.386290166082574,35.86054373508743,221.09087078587015,82.02523040771484,Maptiler terrain provider, approximately 30m accuracy
14.386301233089513,35.86054389380041,221.08151405438198,83.0255355834961,Maptiler terrain provider, approximately 30m accuracy
14.386312300096622,35.86054405251238,221.0721573245763,84.02584075927734,Maptiler terrain provider, approximately 30m accuracy
14.386323367103843,35.8605442112233,221.06280059656612,85.02615356445312,Maptiler terrain provider, approximately 30m accuracy
14.38633443411129,35.86054436993325,221.05344387011132,86.02645874023438,Maptiler terrain provider, approximately 30m accuracy
14.386345501118825,35.86054452864215,221.04408714547552,87.02676391601562,Maptiler terrain provider, approximately 30m accuracy
14.386356568126558,35.86054468735006,221.03473042247316,88.0270767211914,Maptiler terrain provider, approximately 30m accuracy
14.386367635134462,35.860544846056925,221.02537370119916,89.02738189697266,Maptiler terrain provider, approximately 30m accuracy
14.38637870214245,35.8605450047628,221.01601698164097,90.0276870727539,Maptiler terrain provider, approximately 30m accuracy
14.38638976915064,35.86054516346765,221.00666026376217,91.02799987792969,Maptiler terrain provider, approximately 30m accuracy
14.386400836159025,35.86054532217145,220.997303547611,92.02830505371094,Maptiler terrain provider, approximately 30m accuracy
14.386411903167497,35.860545480874265,220.98794683316436,93.02861022949219,Maptiler terrain provider, approximately 30m accuracy
14.38642297017617,35.86054563957606,220.97859012038552,94.02892303466797,Maptiler terrain provider, approximately 30m accuracy
14.386434037184982,35.8605457982768,220.9692334093928,95.02922821044922,Maptiler terrain provider, approximately 30m accuracy
14.386445104193937,35.860545956976566,220.95987670004615,96.02953338623047,Maptiler terrain provider, approximately 30m accuracy
14.386456171203065,35.86054611567529,220.95051999242514,97.02984619140625,Maptiler terrain provider, approximately 30m accuracy
14.386467238212362,35.86054627437299,220.94116328650955,98.0301513671875,Maptiler terrain provider, approximately 30m accuracy
14.386478305221743,35.8605464330697,220.93180658230983,99.03045654296875,Maptiler terrain provider, approximately 30m accuracy
14.386489372231383,35.860546591765385,220.9224498797425,100.03076934814453,Maptiler terrain provider, approximately 30m accuracy
14.386500439241132,35.860546750460045,220.91309317892748,101.03107452392578,Maptiler terrain provider, approximately 30m accuracy
14.386511506251026,35.8605469091537,220.9037364798043,102.03137969970703,Maptiler terrain provider, approximately 30m accuracy
14.386522573261118,35.8605470678463,220.89437978242032,103.03169250488281,Maptiler terrain provider, approximately 30m accuracy
14.386533640271297,35.86054722653792,220.8850230867267,104.03199768066406,Maptiler terrain provider, approximately 30m accuracy
14.386544707281672,35.86054738522852,220.8756663927062,105.03230285644531,Maptiler terrain provider, approximately 30m accuracy
14.38655577429219,35.860547543918074,220.86630970044365,106.0326156616211,Maptiler terrain provider, approximately 30m accuracy
14.386566841302908,35.86054770260664,220.8569530098172,107.03292083740234,Maptiler terrain provider, approximately 30m accuracy
14.386577908313713,35.86054786129418,220.84759632095245,108.0332260131836,Maptiler terrain provider, approximately 30m accuracy
14.386588975324742,35.86054801998068,220.8382396337691,109.03353881835938,Maptiler terrain provider, approximately 30m accuracy
14.386600042335886,35.86054817866619,220.8270878158827,110.03384399414062,Maptiler terrain provider, approximately 30m accuracy
14.386611109347202,35.86054833735068,220.81210362225883,111.03414916992188,Maptiler terrain provider, approximately 30m accuracy
14.386622176358685,35.86054849603414,220.79711943024316,112.03446197509766,Maptiler terrain provider, approximately 30m accuracy
14.386633243370312,35.86054865471661,220.78213523983516,113.0347671508789,Maptiler terrain provider, approximately 30m accuracy
14.386644310382083,35.86054881339805,220.76715105109207,114.03507232666016,Maptiler terrain provider, approximately 30m accuracy
14.386655377393993,35.860548972078476,220.7521668639723,115.03538513183594,Maptiler terrain provider, approximately 30m accuracy
14.386666444406103,35.860549130757846,220.7371826784872,116.03569030761719,Maptiler terrain provider, approximately 30m accuracy
14.386677511418329,35.86054928943619,220.722198494705,117.03599548339844,Maptiler terrain provider, approximately 30m accuracy
14.38668857843075,35.86054944811356,220.70721431241284,118.03630065917969,Maptiler terrain provider, approximately 30m accuracy
14.386699645443317,35.86054960678989,220.69223013180851,119.03661346435547,Maptiler terrain provider, approximately 30m accuracy
14.386710712456022,35.86054976546522,220.67724595280458,120.03691864013672,Maptiler terrain provider, approximately 30m accuracy
14.386721779468926,35.860549924139534,220.66226177537806,121.03722381591797,Maptiler terrain provider, approximately 30m accuracy
14.386732846481948,35.860550082812836,220.6472775996201,122.03753662109375,Maptiler terrain provider, approximately 30m accuracy
14.386743913495081,35.860550241485114,220.6322934255422,123.037841796875,Maptiler terrain provider, approximately 30m accuracy
14.386754980508442,35.86055040015634,220.61730925306514,124.03814697265625,Maptiler terrain provider, approximately 30m accuracy
14.386766047521947,35.8605505588266,220.6023250821385,125.03845977783203,Maptiler terrain provider, approximately 30m accuracy
14.38677711453559,35.8605507174958,220.58734091293823,126.03876495361328,Maptiler terrain provider, approximately 30m accuracy
14.386788181549434,35.860550876164,220.5723567452696,127.03907012939453,Maptiler terrain provider, approximately 30m accuracy
14.386799248563364,35.86055103483121,220.55737257926168,128.0393829345703,Maptiler terrain provider, approximately 30m accuracy
14.386810315577492,35.86055119349736,220.54238841490417,129.03968811035156,Maptiler terrain provider, approximately 30m accuracy
14.38682138259179,35.860551352162474,220.5274042521735,130.0399932861328,Maptiler terrain provider, approximately 30m accuracy
14.386832449606203,35.86055151082663,220.5124200910313,131.04029846191406,Maptiler terrain provider, approximately 30m accuracy
14.386843516620786,35.86055166948974,220.49743593154304,132.04061889648438,Maptiler terrain provider, approximately 30m accuracy
14.38685458363554,35.86055182815183,220.4824517736588,133.04092407226562,Maptiler terrain provider, approximately 30m accuracy
14.386865650650435,35.86055198681291,220.4674676174051,134.04122924804688,Maptiler terrain provider, approximately 30m accuracy
14.386876717665473,35.86055214547298,220.45248346277475,135.04153442382812,Maptiler terrain provider, approximately 30m accuracy
14.386887784680681,35.86055230413203,220.43749930977128,136.04183959960938,Maptiler terrain provider, approximately 30m accuracy
14.38689885169609,35.860552462790025,220.42251515837955,137.04214477539062,Maptiler terrain provider, approximately 30m accuracy
14.38690991871161,35.86055262144704,220.40753100861485,138.04246520996094,Maptiler terrain provider, approximately 30m accuracy
14.386920985727272,35.86055278010302,220.39254686052647,139.0427703857422,Maptiler terrain provider, approximately 30m accuracy
14.386932052743106,35.86055293875798,220.37756271405772,140.04307556152344,Maptiler terrain provider, approximately 30m accuracy
14.386943119759083,35.86055309741192,220.3625785692039,141.0433807373047,Maptiler terrain provider, approximately 30m accuracy
14.386954186775284,35.86055325606489,220.34759442581773,142.04368591308594,Maptiler terrain provider, approximately 30m accuracy
14.386965253791574,35.8605534147168,220.33261028423703,143.0439910888672,Maptiler terrain provider, approximately 30m accuracy
14.386976320808003,35.86055357336768,220.31762614429107,144.04429626464844,Maptiler terrain provider, approximately 30m accuracy
14.386987387824634,35.86055373201758,220.3026420058653,145.04461669921875,Maptiler terrain provider, approximately 30m accuracy
14.386998454841404,35.86055389066641,220.28765786917734,146.044921875,Maptiler terrain provider, approximately 30m accuracy
14.387009521858346,35.86055404931429,220.27267373396737,147.04522705078125,Maptiler terrain provider, approximately 30m accuracy
14.38702058887546,35.86055420796106,220.25768960052173,148.0455322265625,Maptiler terrain provider, approximately 30m accuracy
14.387031655892685,35.86055436660689,220.24270546862292,149.04583740234375,Maptiler terrain provider, approximately 30m accuracy
14.38704272291011,35.86055452525167,220.22772133835878,150.046142578125,Maptiler terrain provider, approximately 30m accuracy
14.387053789927648,35.860554683895444,220.21273720975174,151.0464630126953,Maptiler terrain provider, approximately 30m accuracy
14.38706485694533,35.86055484253821,220.19775308276806,152.04676818847656,Maptiler terrain provider, approximately 30m accuracy
14.38707592396321,35.86055500117995,220.18276895736176,153.0470733642578,Maptiler terrain provider, approximately 30m accuracy
14.387086990981233,35.86055515982066,220.16778483362037,154.04737854003906,Maptiler terrain provider, approximately 30m accuracy
14.387098057999395,35.860555318460385,220.152800711468,155.0476837158203,Maptiler terrain provider, approximately 30m accuracy
14.387109125017759,35.86055547709907,220.13781659092734,156.04798889160156,Maptiler terrain provider, approximately 30m accuracy
14.387120192036262,35.860555635736716,220.12283247206727,157.04830932617188,Maptiler terrain provider, approximately 30m accuracy
14.387131259054913,35.8605557943734,220.10784835474192,158.04861450195312,Maptiler terrain provider, approximately 30m accuracy
14.387142326073699,35.860555953009,220.09286423919298,159.04891967773438,Maptiler terrain provider, approximately 30m accuracy
14.387153393092632,35.86055611164363,220.07788012517878,160.04922485351562,Maptiler terrain provider, approximately 30m accuracy
14.387164460111762,35.860556270277215,220.0628960128035,161.04953002929688,Maptiler terrain provider, approximately 30m accuracy
14.387175527131035,35.86055642890979,220.04791190204722,162.04983520507812,Maptiler terrain provider, approximately 30m accuracy
14.387186594150448,35.86055658754135,220.03292779292576,163.05015563964844,Maptiler terrain provider, approximately 30m accuracy
14.387197661170033,35.86055674617188,220.01794368544267,164.0504608154297,Maptiler terrain provider, approximately 30m accuracy
14.38720872818979,35.86055690480141,220.00295957951772,165.05076599121094,Maptiler terrain provider, approximately 30m accuracy
14.387219795209718,35.86055706342992,219.98797547521968,166.0510711669922,Maptiler terrain provider, approximately 30m accuracy
14.38723086222973,35.86055722205741,219.97299137264392,167.05137634277344,Maptiler terrain provider, approximately 30m accuracy
14.387241929249967,35.86055738068386,219.95800727163464,168.0516815185547,Maptiler terrain provider, approximately 30m accuracy
14.38725299627035,35.860557539309355,219.94302317214866,169.052001953125,Maptiler terrain provider, approximately 30m accuracy
14.387264063290845,35.86055769793377,219.92803907444997,170.05230712890625,Maptiler terrain provider, approximately 30m accuracy
14.387275130311508,35.86055785655718,219.91305497834801,171.0526123046875,Maptiler terrain provider, approximately 30m accuracy
14.38728619733237,35.86055801517956,219.89807088383495,172.05291748046875,Maptiler terrain provider, approximately 30m accuracy
14.387297264353348,35.86055817380095,219.88308679094462,173.05322265625,Maptiler terrain provider, approximately 30m accuracy
14.38730833137447,35.860558332421334,219.86810269968487,174.05352783203125,Maptiler terrain provider, approximately 30m accuracy
14.387319398395789,35.86055849104066,219.85311861005255,175.05384826660156,Maptiler terrain provider, approximately 30m accuracy
14.38733046541725,35.86055864965901,219.838134522005,176.0541534423828,Maptiler terrain provider, approximately 30m accuracy
14.387341532438855,35.86055880827632,219.82315043563378,177.05445861816406,Maptiler terrain provider, approximately 30m accuracy
14.387352599460627,35.860558966892626,219.80816635084787,178.0547637939453,Maptiler terrain provider, approximately 30m accuracy
14.387363666482544,35.86055912550786,219.7931822677956,179.05506896972656,Maptiler terrain provider, approximately 30m accuracy
14.387374733504629,35.86055928412213,219.77819818624843,180.0553741455078,Maptiler terrain provider, approximately 30m accuracy
14.387385800526857,35.860559442735365,219.76321410638909,181.05569458007812,Maptiler terrain provider, approximately 30m accuracy
14.387396867549228,35.860559601347575,219.74823002818317,182.05599975585938,Maptiler terrain provider, approximately 30m accuracy
14.3874079345718,35.860559759958804,219.73324595147457,183.05630493164062,Maptiler terrain provider, approximately 30m accuracy
14.38741900159451,35.86055991856898,219.7182618764694,184.05661010742188,Maptiler terrain provider, approximately 30m accuracy
14.387430068617363,35.86056007717815,219.70327780308753,185.05691528320312,Maptiler terrain provider, approximately 30m accuracy
14.387441135640389,35.86056023578632,219.68829373128258,186.05722045898438,Maptiler terrain provider, approximately 30m accuracy
14.387452202663555,35.860560394393445,219.67330966116964,187.0575408935547,Maptiler terrain provider, approximately 30m accuracy
14.38746326968686,35.86056055299957,219.65832559266858,188.05784606933594,Maptiler terrain provider, approximately 30m accuracy
14.38747433671037,35.86056071160466,219.6433415257636,189.0581512451172,Maptiler terrain provider, approximately 30m accuracy
14.38748540373402,35.86056087020873,219.62835746050484,190.05845642089844,Maptiler terrain provider, approximately 30m accuracy
14.38749647075778,35.8605610288118,219.61337339690743,191.0587615966797,Maptiler terrain provider, approximately 30m accuracy
14.387507537781774,35.860561187413836,219.59838933485665,192.05906677246094,Maptiler terrain provider, approximately 30m accuracy
14.387518604805875,35.86056134601485,219.58340527450574,193.0593719482422,Maptiler terrain provider, approximately 30m accuracy
14.387529671830123,35.860561504614864,219.56842121574687,194.0596923828125,Maptiler terrain provider, approximately 30m accuracy
14.387540738854568,35.86056166321386,219.55343715858106,195.05999755859375,Maptiler terrain provider, approximately 30m accuracy
14.387551805879156,35.86056182181183,219.53845310305726,196.060302734375,Maptiler terrain provider, approximately 30m accuracy
14.387562872903887,35.86056198040879,219.52346904915254,197.06060791015625,Maptiler terrain provider, approximately 30m accuracy
14.387573939928757,35.86056213900474,219.50848499689408,198.0609130859375,Maptiler terrain provider, approximately 30m accuracy
14.3875850069538,35.86056229759966,219.4935009462625,199.06121826171875,Maptiler terrain provider, approximately 30m accuracy
14.387596073979012,35.86056245619352,219.4785168973078,200.06153869628906,Maptiler terrain provider, approximately 30m accuracy
14.387607141004366,35.86056261478639,219.4635328499493,201.0618438720703,Maptiler terrain provider, approximately 30m accuracy
14.387618208029892,35.86056277337829,219.44854880410318,202.06214904785156,Maptiler terrain provider, approximately 30m accuracy
14.38762927505556,35.86056293196913,219.4335647599949,203.0624542236328,Maptiler terrain provider, approximately 30m accuracy
14.387640342081367,35.860563090558955,219.41858071750573,204.06275939941406,Maptiler terrain provider, approximately 30m accuracy
14.387651409107377,35.86056324914777,219.40359667657106,205.0630645751953,Maptiler terrain provider, approximately 30m accuracy
14.387662476133526,35.86056340773558,219.3886126372597,206.06338500976562,Maptiler terrain provider, approximately 30m accuracy
14.387673543159766,35.86056356632237,219.3736285996851,207.06369018554688,Maptiler terrain provider, approximately 30m accuracy
14.387684610186255,35.86056372490813,219.35864456360886,208.06399536132812,Maptiler terrain provider, approximately 30m accuracy
14.38769567721283,35.86056388349286,219.343660529285,209.06430053710938,Maptiler terrain provider, approximately 30m accuracy
14.387706744239606,35.860564042076575,219.32867649651564,210.06460571289062,Maptiler terrain provider, approximately 30m accuracy
14.387717811266555,35.86056420065928,219.3136924653274,211.06491088867188,Maptiler terrain provider, approximately 30m accuracy
14.387728878293615,35.86056435924097,219.29870843584627,212.0652313232422,Maptiler terrain provider, approximately 30m accuracy
14.387739945320817,35.86056451782163,219.28372440800717,213.06553649902344,Maptiler terrain provider, approximately 30m accuracy
14.387751012348248,35.860564676401296,219.26874038165016,214.0658416748047,Maptiler terrain provider, approximately 30m accuracy
14.387762079375761,35.860564834979925,219.25375635706123,215.06614685058594,Maptiler terrain provider, approximately 30m accuracy
14.387773146403477,35.86056499355756,219.23877233399253,216.0664520263672,Maptiler terrain provider, approximately 30m accuracy
14.387784213431331,35.86056515213414,219.22378831262722,217.06675720214844,Maptiler terrain provider, approximately 30m accuracy
14.387795280459327,35.86056531070972,219.23135864671275,218.06707763671875,Maptiler terrain provider, approximately 30m accuracy
14.387806347487498,35.860565469284296,219.24546444826692,219.0673828125,Maptiler terrain provider, approximately 30m accuracy
14.387817414515839,35.860565627857824,219.25957025471087,220.06768798828125,Maptiler terrain provider, approximately 30m accuracy
14.387828481544291,35.86056578643034,219.27367606585005,221.0679931640625,Maptiler terrain provider, approximately 30m accuracy
14.38783954857294,35.86056594500188,219.28778188160055,222.06829833984375,Maptiler terrain provider, approximately 30m accuracy
14.387850615601737,35.86056610357235,219.3018877023204,223.068603515625,Maptiler terrain provider, approximately 30m accuracy
14.387861682630701,35.86056626214183,219.31599352769845,224.0689239501953,Maptiler terrain provider, approximately 30m accuracy
14.38787274965978,35.860566420710285,219.33009935783284,225.06922912597656,Maptiler terrain provider, approximately 30m accuracy
14.387883816689055,35.860566579277744,219.34420519263534,226.0695343017578,Maptiler terrain provider, approximately 30m accuracy
14.387894883718445,35.86056673784417,219.35831103225098,227.06983947753906,Maptiler terrain provider, approximately 30m accuracy
14.387905950748033,35.86056689640955,219.372416876762,228.0701446533203,Maptiler terrain provider, approximately 30m accuracy
14.387917017777768,35.86056705497393,219.3865227259583,229.07044982910156,Maptiler terrain provider, approximately 30m accuracy
14.387928084807642,35.860567213537294,219.40062857985973,230.07077026367188,Maptiler terrain provider, approximately 30m accuracy
14.387939151837656,35.86056737209964,219.41473443852308,231.07107543945312,Maptiler terrain provider, approximately 30m accuracy
14.387950218867873,35.86056753066099,219.42884030189154,232.07138061523438,Maptiler terrain provider, approximately 30m accuracy
14.387961285898198,35.86056768922131,219.44294616997934,233.07168579101562,Maptiler terrain provider, approximately 30m accuracy
14.387972352928728,35.860567847780615,219.45705204291426,234.07199096679688,Maptiler terrain provider, approximately 30m accuracy
14.387983419959397,35.86056800633888,219.47115792066802,235.07229614257812,Maptiler terrain provider, approximately 30m accuracy
14.387994486990209,35.86056816489612,219.48526380318793,236.07260131835938,Maptiler terrain provider, approximately 30m accuracy
14.388005554021161,35.86056832345237,219.49936969032777,237.0729217529297,Maptiler terrain provider, approximately 30m accuracy
14.388016621052317,35.86056848200761,219.5134755822579,238.07322692871094,Maptiler terrain provider, approximately 30m accuracy
14.388027688083639,35.86056864056181,219.52758147904086,239.0735321044922,Maptiler terrain provider, approximately 30m accuracy
14.38803875511505,35.86056879911503,219.54168738031876,240.07383728027344,Maptiler terrain provider, approximately 30m accuracy
14.388049822146657,35.86056895766717,219.555793286691,241.0741424560547,Maptiler terrain provider, approximately 30m accuracy
14.388060889178432,35.86056911621833,219.5698991976646,242.07444763183594,Maptiler terrain provider, approximately 30m accuracy
14.388071956210325,35.86056927476848,219.58400511328512,243.07476806640625,Maptiler terrain provider, approximately 30m accuracy
14.388083023242416,35.86056943331759,219.5981110338295,244.0750732421875,Maptiler terrain provider, approximately 30m accuracy
14.388094090274622,35.86056959186571,219.6122169589597,245.07537841796875,Maptiler terrain provider, approximately 30m accuracy
14.388105157306995,35.86056975041278,219.62632288900386,246.07568359375,Maptiler terrain provider, approximately 30m accuracy
14.388116224339512,35.86056990895884,219.64042882375736,247.07598876953125,Maptiler terrain provider, approximately 30m accuracy
14.388127291372227,35.8605700675039,219.65453476323586,248.0762939453125,Maptiler terrain provider, approximately 30m accuracy
14.38813835840506,35.86057022604792,219.66864070753172,249.0766143798828,Maptiler terrain provider, approximately 30m accuracy
14.388149425438089,35.86057038459093,219.68274665658095,250.07691955566406,Maptiler terrain provider, approximately 30m accuracy
14.388160492471258,35.86057054313291,219.69685261042054,251.0772247314453,Maptiler terrain provider, approximately 30m accuracy
14.38817155950454,35.86057070167389,219.710958568846,252.07752990722656,Maptiler terrain provider, approximately 30m accuracy
14.388182626538025,35.860570860213855,219.7250645321427,253.0778350830078,Maptiler terrain provider, approximately 30m accuracy
14.388193693571623,35.86057101875282,219.73917050002524,254.07814025878906,Maptiler terrain provider, approximately 30m accuracy
14.388204760605419,35.86057117729074,219.75327647286,255.07846069335938,Maptiler terrain provider, approximately 30m accuracy
14.388215827639387,35.86057133582764,219.7673824504141,256.0787658691406,Maptiler terrain provider, approximately 30m accuracy
14.388226894673465,35.86057149436351,219.78148843277705,257.0790710449219,Maptiler terrain provider, approximately 30m accuracy
